
SourceBlockPath,SourcePortType,SourcePortIndex,DestBlockPath,DestPortType,DestPortIndex
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO/Inertial Matrix in CG,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO/Add3,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO/Product3,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO/Product11,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO/Product11,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO/Add3,in,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO/rp,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO/Smtrx1,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO/Add3,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO/Ig,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Add4,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Product4,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Constant1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Matrix Concatenate1,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Constant1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Matrix Concatenate,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Constant2,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Product4,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Matrix Concatenate,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Matrix Concatenate2,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Product4,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Matrix Concatenate,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Matrix Concatenate1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Matrix Concatenate2,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/mass (kg),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Add4,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/mp,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Add4,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Matrix Concatenate2,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/MRB_CG,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Ig,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/MRB_CG/Matrix Concatenate1,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Selector2,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Divide4,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Selector1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Divide3,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Divide3,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Mux2,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Mux2,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Sqrt,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Divide2,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Mux2,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Sqrt,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/w3 w4 w5,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Selector,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Divide2,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Divide4,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Mux2,in,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/G55,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Divide4,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/M,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Selector1,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/M,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Selector2,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/M,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Selector,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/G44,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Divide3,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/G33,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies/Divide2,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Product1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Mux3,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/V_c,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Product1,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/V_c,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Product,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Trigonometric Function1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Product1,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/beta_c,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Add,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Add,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Trigonometric Function1,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Add,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Trigonometric Function,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Trigonometric Function,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Product,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Product,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Mux3,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Constant,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Mux3,in,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/X,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Bus Selector,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Bus Selector,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Add,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/X1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Bus Selector1,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Bus Selector1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Mux,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Bus Selector1,out,2,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Mux,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Bus Selector1,out,3,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Mux,in,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Bus Selector1,out,4,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Mux,in,4
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Bus Selector1,out,5,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Mux,in,5
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Bus Selector1,out,6,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Mux,in,6
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Mux3,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Add1,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Mux,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Add1,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Add1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity/Relative Velocity,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Demux,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Create 3x3 Matrix,in,8
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Demux1,out,2,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Create 3x3 Matrix,in,7
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Demux1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Create 3x3 Matrix,in,6
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Demux,out,3,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Create 3x3 Matrix,in,4
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Demux,out,2,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Create 3x3 Matrix,in,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Demux1,out,3,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Create 3x3 Matrix,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Gain,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Demux1,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Constant2,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Create 3x3 Matrix,in,9
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Constant1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Create 3x3 Matrix,in,5
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/a,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Demux,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/a,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Gain,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Constant,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Create 3x3 Matrix,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/Create 3x3 Matrix,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx/S,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/r,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Constant1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Matrix Concatenate1,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Constant2,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Matrix Concatenate,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Matrix Concatenate1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Matrix Concatenate2,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Matrix Concatenate,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Matrix Concatenate2,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Constant3,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Matrix Concatenate1,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Smtrx,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Transpose,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Transpose,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Matrix Concatenate,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/Matrix Concatenate2,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO/H,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,in,8
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux1,out,2,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,in,7
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,in,6
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux,out,3,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,in,4
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux,out,2,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,in,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux1,out,3,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Gain,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux1,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Constant2,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,in,9
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Constant1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,in,5
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/a,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/a,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Gain,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Constant,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/S,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/r,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Constant1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate1,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Constant2,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate2,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate2,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Constant3,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate1,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Transpose,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Transpose,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate2,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/H,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/mass (kg),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Add,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Add,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Divide,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Divide,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Volume (m3),in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/rho,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Divide,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/mp,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Add,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Product5,in,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Product5,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Product5,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Add5,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Current Speed (m/s),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Current Direction (rad),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/X,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity,in,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Added Mass (Hydrodynamics),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Add5,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Added Mass (Hydrodynamics),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Bus Creator,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Added Mass (Hydrodynamics),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Added Mass (Hydrodynamcis),in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Add5,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Goto5,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Add5,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Bus Creator,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Bus Creator,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertials,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Constant3,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Mux1,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Constant4,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Mux1,in,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Constant4,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Mux1,in,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Mux1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Product8,in,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CF to CO,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose1,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose1,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Product8,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Product8,out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Spring Stiffness Matrix in CO,in,1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/mass (kg),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Bus Creator,in,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Payload Mass (kg),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Bus Creator,in,4
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Payload Mass (kg),out,1,ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume,in,1
